样本,sub-concept,种类
核心,sub-concept,各期
期,sub-concept,信息
流行,sub-concept,资源
值,sub-concept,资源
出版物,sub-concept,资源
发现,sub-concept,连续
论文,sub-concept,居多
含有,sub-concept,内容
称,sub-concept,指
美国,sub-concept,思考
针对性,sub-concept,类型
研究,sub-concept,文章
永久,sub-concept,媒体
年,sub-concept,顺序号
前,sub-concept,内容
布拉德福,sub-concept,居多
成果,sub-concept,定期
提取,sub-concept,媒体
内外,sub-concept,多种
会议,sub-concept,种类
足,sub-concept,载体
连续,sub-concept,手写
类型,sub-concept,复制
多种,sub-concept,信息
信息源,sub-concept,种类
倍,sub-concept,顺序号
家,sub-concept,纸质
共享性,sub-concept,信息
企业,sub-concept,信息
引用率,sub-concept,复制
中,sub-concept,年月
成就,sub-concept,年月
物质,sub-concept,客观
消除,sub-concept,概述
年月,sub-concept,媒体
文章,sub-concept,纸张
学术性,sub-concept,连续
规章制度,sub-concept,信息
第三,sub-concept,连续
保存型,sub-concept,资源
n倍,sub-concept,再版
光波,sub-concept,含义
两,sub-concept,内容
作用,sub-concept,顺序号
特定,sub-concept,信息
够,sub-concept,类型
学术性,sub-concept,内容
n倍,sub-concept,连续
发展,sub-concept,包括
少,sub-concept,印刷
依附体,sub-concept,信息
两,sub-concept,连续
布拉德福,sub-concept,包括
书目,sub-concept,信息
真实性,sub-concept,特征
期刊,sub-concept,资源
服务型,sub-concept,资源
符号,sub-concept,要素
复制,sub-concept,信息
第一,sub-concept,媒体
前,sub-concept,卷
名称,sub-concept,集合
定期,sub-concept,媒体
搜集,sub-concept,名称
论文,sub-concept,年月
图,sub-concept,复制
密级,sub-concept,资源
被摘率,sub-concept,集合
媒介,sub-concept,含义
类型,sub-concept,手写
推销,sub-concept,资源
传递,sub-concept,年月
研究,sub-concept,纸质
图,sub-concept,集合
前,sub-concept,周期
学科,sub-concept,登载
藏,sub-concept,资源
年,sub-concept,篇
发展,sub-concept,材料
记载,sub-concept,登载
拷贝,sub-concept,资源
载体,sub-concept,载体
倍,sub-concept,续
被摘率,sub-concept,记录
胶片,sub-concept,媒体
随意性,sub-concept,分
媒体,sub-concept,顺序号
什,sub-concept,信息
再版,sub-concept,手段
表现,sub-concept,信息
学术,sub-concept,再版
经费,sub-concept,资源
竞争,sub-concept,类型
指,sub-concept,资源
学术,sub-concept,般
检阅,sub-concept,年月
布拉德福,sub-concept,极
缩微型,sub-concept,资源
期刊,sub-concept,再版
49,sub-concept,出版
年,sub-concept,重复
 ,sub-concept,续
创造,sub-concept,信息
登载,sub-concept,年
 ,sub-concept,作者
布拉德福,sub-concept,纸张
期,sub-concept,纸张
手写,sub-concept,资源
得以,sub-concept,含义
传递,sub-concept,连续
存取,sub-concept,资源
媒体,sub-concept,登载
纸质,sub-concept,建设
内外,sub-concept,资源
225,sub-concept,期刊
发展,sub-concept,载体
积累,sub-concept,信息
布拉德福,sub-concept,登载
记载,sub-concept,超过
版式,sub-concept,材料
媒体,sub-concept,出版物
居多,sub-concept,载体
存贮,sub-concept,看法
成就,sub-concept,内容
研究,sub-concept,再版
方式,sub-concept,要素
文献,sub-concept,年
劳动,sub-concept,含义
宣读,sub-concept,纸质
权限,sub-concept,信息
剩下,sub-concept,周期
登载,sub-concept,周期
布拉德福,sub-concept,指
宣传品,sub-concept,信息
高,sub-concept,资源
少,sub-concept,包括
媒体,sub-concept,期刊
若干,sub-concept,再版
n2,sub-concept,连续
内容,sub-concept,资源
 ,sub-concept,出版物
够,sub-concept,信息
周期,sub-concept,手段
期刊,sub-concept,纸质
若干,sub-concept,般
文件,sub-concept,信息
包含,sub-concept,篇
存储,sub-concept,客观
n,sub-concept,纸质
瞬时性,sub-concept,分
数量,sub-concept,少
各期,sub-concept,信息
篇,sub-concept,信息
中,sub-concept,名称
易于,sub-concept,含义
瞬时性,sub-concept,称
点击,sub-concept,资源
布拉德福,sub-concept,定期
院校,sub-concept,资源
动态性,sub-concept,信息
侵权,sub-concept,类型
发现,sub-concept,般
定律,sub-concept,纸质
中,sub-concept,纸质
检索,sub-concept,信息
数量,sub-concept,期刊
信息,sub-concept,期
共,sub-concept,期
载体,sub-concept,类
等同,sub-concept,看法
期刊,sub-concept,续
文献,sub-concept,般
编印,sub-concept,资源
密,sub-concept,信息
媒体,sub-concept,分
数量,sub-concept,各期
两,sub-concept,期
n,sub-concept,记录
经费,sub-concept,纸质
网络型,sub-concept,种类
两,sub-concept,出版
称,sub-concept,称
书刊,sub-concept,资源
单位,sub-concept,统一
磁带,sub-concept,信息
序化,sub-concept,含义
重复,sub-concept,指
技术,sub-concept,版式
统计,sub-concept,般
无限性,sub-concept,信息
统计,sub-concept,固定
第一,sub-concept,两
流行,sub-concept,看法
强,sub-concept,客观
水平,sub-concept,纸质
机构,sub-concept,纸质
产权,sub-concept,信息
语言,sub-concept,类
前,sub-concept,出版物
文章,sub-concept,手段
10,sub-concept,连续
传递,sub-concept,纸质
形式,sub-concept,图书
编印,sub-concept,信息
经营,sub-concept,纸质
人类,sub-concept,资源
新,sub-concept,含义
可靠,sub-concept,称
内外,sub-concept,看法
文献,sub-concept,图书
225,sub-concept,少
存储,sub-concept,密
代表,sub-concept,指
知识,sub-concept,两
学术,sub-concept,统一
源优点,sub-concept,两
镜像,sub-concept,种类
时常,sub-concept,载体
作者,sub-concept,信息
各期,sub-concept,记录
第三,sub-concept,超过
负担,sub-concept,信息
经费,sub-concept,信息
传递,sub-concept,内容
倍,sub-concept,少
电波,sub-concept,两
学科,sub-concept,版式
交流,sub-concept,资源
成就,sub-concept,期
含有,sub-concept,期刊
成就,sub-concept,连续
判别,sub-concept,记录
拷贝,sub-concept,信息
参谋,sub-concept,作用
提取,sub-concept,信息
著名,sub-concept,载体
技术,sub-concept,登载
媒体,sub-concept,少
登载,sub-concept,复制
即P,sub-concept,集合
区域,sub-concept,指
内容,sub-concept,密
出版,sub-concept,记录
电,sub-concept,期刊
49,sub-concept,内容
名称,sub-concept,手写
区域,sub-concept,极
供,sub-concept,资源
重点,sub-concept,载体
信息,sub-concept,固定
核心,sub-concept,般
共,sub-concept,固定
PB,sub-concept,类型
失真,sub-concept,类
版式,sub-concept,手段
两,sub-concept,年月
专利,sub-concept,类型
各期,sub-concept,纸质
图书,sub-concept,纸张
报告,sub-concept,题
永久,sub-concept,载体
利用,sub-concept,资源
核心,sub-concept,纸张
含量,sub-concept,媒体
年,sub-concept,各期
居多,sub-concept,印刷
足,sub-concept,媒体
易,sub-concept,两
 ,sub-concept,周期
进展期,sub-concept,类型
浓度,sub-concept,分
类型,sub-concept,资源
功能,sub-concept,信息
转换,sub-concept,含义
服务器,sub-concept,资源
消息,sub-concept,概述
重复,sub-concept,纸张
著名,sub-concept,材料
代号,sub-concept,纸质
研究,sub-concept,作用
包含,sub-concept,内容
选题,sub-concept,资源
年月,sub-concept,手段
可靠性,sub-concept,载体
年,sub-concept,版式
建设,sub-concept,信息
统计,sub-concept,年月
含有,sub-concept,极
会议,sub-concept,资源
卷,sub-concept,指
著名,sub-concept,资源
过程,sub-concept,记录
检索,sub-concept,纸质
10,sub-concept,期刊
指,sub-concept,种类
过程,sub-concept,集合
NASA,sub-concept,类型
声波,sub-concept,客观
依附体,sub-concept,媒体
永久,sub-concept,分
方针,sub-concept,类型
著名,sub-concept,包括
实用性,sub-concept,纸质
包含,sub-concept,期刊
材料,sub-concept,要素
出版,sub-concept,信息
技术,sub-concept,固定
剩下,sub-concept,极
区域,sub-concept,居多
推销,sub-concept,信息
电,sub-concept,顺序号
出版物,sub-concept,图书
文字,sub-concept,载体
单位,sub-concept,重复
搜集,sub-concept,极
倍,sub-concept,卷
概述,sub-concept,信息
情况,sub-concept,种类
极,sub-concept,手写
教科文,sub-concept,信息
有序化,sub-concept,含义
公开,sub-concept,资源
知识,sub-concept,分
浓度,sub-concept,两
培养,sub-concept,名称
电,sub-concept,连续
国会,sub-concept,资源
倍,sub-concept,版式
若干,sub-concept,年月
n2,sub-concept,定期
读者,sub-concept,纸质
时常,sub-concept,媒体
49,sub-concept,固定
纸质,sub-concept,集合
建设,sub-concept,密
手段,sub-concept,媒体
表现,sub-concept,称
可靠,sub-concept,两
提供,sub-concept,信息
学科,sub-concept,包括
核心,sub-concept,集合
连续,sub-concept,集合
结论,sub-concept,固定
图书,sub-concept,信息
搜集,sub-concept,年
含量,sub-concept,印刷
核心,sub-concept,记录
记录,sub-concept,要素
版式,sub-concept,资源
集合,sub-concept,看法
非密,sub-concept,类型
称为,sub-concept,包括
极,sub-concept,纸张
详细性,sub-concept,信息
技术,sub-concept,信息
有限,sub-concept,类
技术,sub-concept,少
传递,sub-concept,出版
单位,sub-concept,居多
225,sub-concept,各期
维护,sub-concept,种类
有序化,sub-concept,看法
学科,sub-concept,材料
用于,sub-concept,媒体
管理,sub-concept,种类
合作,sub-concept,信息
顺序号,sub-concept,集合
记载,sub-concept,期刊
媒体,sub-concept,载体
科学技术,sub-concept,出版
搜集,sub-concept,居多
特性,sub-concept,信息
书目,sub-concept,类型
中,sub-concept,资源
著名,sub-concept,印刷
机关,sub-concept,资源
信息,sub-concept,篇
共,sub-concept,篇
剩下,sub-concept,居多
过程,sub-concept,纸张
内容,sub-concept,复制
刊载,sub-concept,资源
表现,sub-concept,概述
题,sub-concept,资源
传递,sub-concept,类
包含,sub-concept,连续
倍,sub-concept,各期
49,sub-concept,再版
记载,sub-concept,出版物
交流,sub-concept,纸质
排序,sub-concept,名称
称,sub-concept,类型
49,sub-concept,般
学科,sub-concept,载体
交流,sub-concept,两
随意性,sub-concept,信息
代表,sub-concept,信息
论文,sub-concept,版式
光波,sub-concept,称
单位,sub-concept,卷
前,sub-concept,年
纸张,sub-concept,分
学科,sub-concept,顺序号
门,sub-concept,类型
主观,sub-concept,信息
论文,sub-concept,固定
隐蔽,sub-concept,含义
资源库,sub-concept,种类
人才,sub-concept,居多
作用,sub-concept,统一
参考,sub-concept,类型
n2,sub-concept,出版物
少,sub-concept,记录
文字,sub-concept,类
篇,sub-concept,手段
版式,sub-concept,纸质
符号,sub-concept,媒体
材料,sub-concept,信息
传递,sub-concept,般
核心,sub-concept,作者
登载,sub-concept,定期
设备,sub-concept,信息
集合,sub-concept,信息
284,sub-concept,超过
能源部,sub-concept,信息
转换,sub-concept,看法
包括,sub-concept,信息
年,sub-concept,文章
浓度,sub-concept,媒体
真实,sub-concept,纸质
若干,sub-concept,期
文字,sub-concept,媒体
隐蔽,sub-concept,密
学术,sub-concept,连续
定,sub-concept,类型
中,sub-concept,续
命令,sub-concept,资源
成果,sub-concept,重复
论文,sub-concept,名称
维护,sub-concept,资源
学术性,sub-concept,出版物
含量,sub-concept,资源
司法,sub-concept,纸质
结论,sub-concept,内容
文献,sub-concept,思考
口头,sub-concept,载体
辗转,sub-concept,称
书刊,sub-concept,信息
文献,sub-concept,文章
 ,sub-concept,手段
称为,sub-concept,手段
名称,sub-concept,纸张
49,sub-concept,版式
发放,sub-concept,纸质
10,sub-concept,篇
搜集,sub-concept,超过
报告,sub-concept,资源
索取,sub-concept,类型
软载体,sub-concept,密
n倍,sub-concept,超过
可靠性,sub-concept,客观
人才,sub-concept,重复
分类表,sub-concept,资源
视听型,sub-concept,资源
剩下,sub-concept,超过
公司,sub-concept,类型
竞争,sub-concept,纸质
两,sub-concept,般
作用,sub-concept,少
过程,sub-concept,多种
著名,sub-concept,媒体
符号,sub-concept,客观
筛选,sub-concept,资源
传递,sub-concept,年
意识,sub-concept,信息
社会,sub-concept,看法
统计,sub-concept,期
定律,sub-concept,资源
真实,sub-concept,媒体
少,sub-concept,信息
学术,sub-concept,各期
再版,sub-concept,集合
重点,sub-concept,媒体
用于,sub-concept,载体
布拉德福,sub-concept,信息
布拉德福,sub-concept,各期
设备,sub-concept,含义
结论,sub-concept,出版物
文字,sub-concept,客观
结论,sub-concept,期
剩下,sub-concept,作者
检阅,sub-concept,年
免费,sub-concept,纸质
失真,sub-concept,两
电,sub-concept,超过
各期,sub-concept,包括
快捷,sub-concept,信息
综合国,sub-concept,含义
培养,sub-concept,作者
收集,sub-concept,看法
内容,sub-concept,载体
极,sub-concept,手段
记录,sub-concept,类型
称,sub-concept,载体
开发,sub-concept,分
固定,sub-concept,印刷
p,sub-concept,纸张
政府,sub-concept,题
系统,sub-concept,信息
纸质,sub-concept,纸张
家,sub-concept,资源
记载,sub-concept,文章
n2,sub-concept,内容
顺序号,sub-concept,手写
存取,sub-concept,信息
伴随,sub-concept,纸质
知识性,sub-concept,特征
称,sub-concept,资源
用户,sub-concept,信息
资料,sub-concept,概述
交流,sub-concept,媒体
倍,sub-concept,统一
期刊,sub-concept,内容
核心,sub-concept,出版物
光波,sub-concept,分
物质,sub-concept,分
 ,sub-concept,媒体
生产,sub-concept,纸质
两,sub-concept,续
学术,sub-concept,内容
人类,sub-concept,客观
判别,sub-concept,资源
结论,sub-concept,极
中,sub-concept,重复
再版,sub-concept,资源
284,sub-concept,居多
 ,sub-concept,统一
区域,sub-concept,期
情况,sub-concept,资源
核心,sub-concept,年
美国,sub-concept,纸质
非密,sub-concept,资源
承载,sub-concept,类
磁盘,sub-concept,客观
利用率,sub-concept,资源
学科,sub-concept,类型
超过,sub-concept,指
标准,sub-concept,题
反馈,sub-concept,含义
统计,sub-concept,极
潜在性,sub-concept,信息
居多,sub-concept,复制
提供,sub-concept,含义
即P,sub-concept,资源
固定,sub-concept,记录
电波,sub-concept,分
工具,sub-concept,图书
p,sub-concept,媒体
开发,sub-concept,纸质
引用率,sub-concept,手写
国内外贸易,sub-concept,资源
寿命,sub-concept,手段
决策,sub-concept,作用
作用,sub-concept,期刊
 ,sub-concept,定期
指,sub-concept,手段
强,sub-concept,密
寿命,sub-concept,载体
纸质,sub-concept,复制
资源,sub-concept,印刷
作者,sub-concept,记录
缺点,sub-concept,称
特征,sub-concept,概述
各期,sub-concept,印刷
研究,sub-concept,少
劳动,sub-concept,多种
重复,sub-concept,类型
篇,sub-concept,包括
编辑,sub-concept,种类
纸张,sub-concept,建设
结论,sub-concept,出版
文献,sub-concept,纸张
特定,sub-concept,资源
49,sub-concept,年月
现状,sub-concept,类型
随意性,sub-concept,称
网络,sub-concept,种类
期刊,sub-concept,周期
载体,sub-concept,信息
序化,sub-concept,看法
成果,sub-concept,各期
方式,sub-concept,概述
周期,sub-concept,纸张
记载,sub-concept,版式
保存,sub-concept,密
图,sub-concept,纸质
论文,sub-concept,指
记录,sub-concept,建设
少,sub-concept,纸张
被摘率,sub-concept,纸质
图书,sub-concept,手段
失真,sub-concept,分
前,sub-concept,再版
含,sub-concept,图书
排序,sub-concept,续
定义,sub-concept,概述
学科,sub-concept,超过
细节,sub-concept,含义
信息,sub-concept,极
胶片,sub-concept,信息
内容,sub-concept,客观
成果,sub-concept,续
选择,sub-concept,信息
核心,sub-concept,定期
共,sub-concept,极
时,sub-concept,类型
纸质,sub-concept,手写
超过,sub-concept,信息
单位,sub-concept,周期
流通,sub-concept,手写
组织,sub-concept,信息
值,sub-concept,信息
新,sub-concept,密
 ,sub-concept,印刷
针对性,sub-concept,客观
综合国,sub-concept,看法
第三,sub-concept,再版
刊载,sub-concept,复制
合作,sub-concept,类型
表达,sub-concept,要素
称,sub-concept,手段
指,sub-concept,图书
历史,sub-concept,纸质
刊载,sub-concept,记录
媒体,sub-concept,超过
公布,sub-concept,纸质
49,sub-concept,顺序号
开发,sub-concept,称
概述,sub-concept,资源
足,sub-concept,信息
媒体,sub-concept,类
中,sub-concept,出版
内容,sub-concept,印刷
宣读,sub-concept,资源
广义,sub-concept,含义
重复,sub-concept,集合
知识,sub-concept,信息
论文,sub-concept,续
排序,sub-concept,再版
存贮,sub-concept,信息
出版物,sub-concept,印刷
人类,sub-concept,看法
周期,sub-concept,包括
篇,sub-concept,印刷
传递,sub-concept,顺序号
载体,sub-concept,密
连续,sub-concept,纸张
信息,sub-concept,居多
共,sub-concept,居多
剩下,sub-concept,篇
第三,sub-concept,年
定义,sub-concept,印刷
年月,sub-concept,纸张
质量,sub-concept,类型
性质,sub-concept,纸质
搜集,sub-concept,篇
规律,sub-concept,概述
科学技术,sub-concept,般
机密,sub-concept,信息
登录,sub-concept,种类
创造,sub-concept,含义
产品,sub-concept,信息
科学技术,sub-concept,再版
信息,sub-concept,定期
形式,sub-concept,多种
共,sub-concept,定期
n倍,sub-concept,固定
文件,sub-concept,类型
广义,sub-concept,多种
登载,sub-concept,统一
49,sub-concept,期
含量,sub-concept,复制
商业,sub-concept,信息
布拉德福,sub-concept,顺序号
年,sub-concept,般
进展期,sub-concept,资源
决策,sub-concept,资源
统一,sub-concept,纸张
表现,sub-concept,含义
光波,sub-concept,媒体
发现,sub-concept,定期
区域,sub-concept,信息
价,sub-concept,含义
搜集,sub-concept,周期
284,sub-concept,出版物
长,sub-concept,资源
课题,sub-concept,资源
文献,sub-concept,统一
真实,sub-concept,两
中,sub-concept,各期
易,sub-concept,信息
流通,sub-concept,资源
49,sub-concept,名称
解,sub-concept,纸质
定义,sub-concept,看法
商业,sub-concept,纸质
提供,sub-concept,分
电波,sub-concept,含义
倍,sub-concept,出版
数量,sub-concept,文章
机密,sub-concept,类型
统计,sub-concept,出版
口头,sub-concept,两
周期,sub-concept,载体
传递,sub-concept,续
10,sub-concept,居多
保护,sub-concept,类型
年,sub-concept,居多
前,sub-concept,少
定律,sub-concept,复制
少,sub-concept,材料
前,sub-concept,超过
再版,sub-concept,媒体
核心,sub-concept,包括
研究生,sub-concept,信息
伴随,sub-concept,类型
学术,sub-concept,定期
人才,sub-concept,周期
n2,sub-concept,篇
机关,sub-concept,纸质
少,sub-concept,资源
包含,sub-concept,密
续,sub-concept,复制
资源,sub-concept,建设
剩下,sub-concept,出版物
利用,sub-concept,看法
期刊,sub-concept,各期
系列,sub-concept,看法
定律,sub-concept,媒体
入,sub-concept,种类
卷,sub-concept,手写
传递,sub-concept,各期
媒介,sub-concept,多种
记载,sub-concept,篇
设置,sub-concept,信息
官方,sub-concept,类型
胶片,sub-concept,类
出版物,sub-concept,复制
两,sub-concept,少
得以,sub-concept,分
要素,sub-concept,看法
传递,sub-concept,分
出版物,sub-concept,媒体
易,sub-concept,密
手写,sub-concept,信息
篇,sub-concept,媒体
布拉德福,sub-concept,续
建设,sub-concept,类
政府,sub-concept,思考
产品,sub-concept,资源
调查,sub-concept,类型
思想,sub-concept,图书
学术,sub-concept,期刊
纸张,sub-concept,称
中,sub-concept,含义
存贮,sub-concept,要素
创造,sub-concept,多种
排序,sub-concept,固定
资料,sub-concept,纸质
有机,sub-concept,信息
手段,sub-concept,图书
观点,sub-concept,资源
即P,sub-concept,纸张
 ,sub-concept,载体
出版,sub-concept,纸张
反馈,sub-concept,称
检阅,sub-concept,重复
225,sub-concept,文章
结论,sub-concept,般
材料,sub-concept,资源
资源,sub-concept,包括
单位,sub-concept,超过
信息,sub-concept,记录
含有,sub-concept,出版物
利用率,sub-concept,纸张
数据,sub-concept,信息
软载体,sub-concept,载体
信息,sub-concept,复制
NASA,sub-concept,资源
资源,sub-concept,种类
倍,sub-concept,文章
保存,sub-concept,资源
登载,sub-concept,期刊
技术,sub-concept,出版
题,sub-concept,建设
判别,sub-concept,复制
论文,sub-concept,篇
什,sub-concept,思考
口头,sub-concept,密
学术,sub-concept,年
10,sub-concept,超过
资料,sub-concept,信息
得以,sub-concept,两
p,sub-concept,载体
前,sub-concept,年月
样本,sub-concept,资源
重复,sub-concept,媒体
声波,sub-concept,两
印刷型,sub-concept,信息
称,sub-concept,纸张
成就,sub-concept,极
指,sub-concept,类型
门,sub-concept,信息
寿命,sub-concept,媒体
作用,sub-concept,年月
即P,sub-concept,复制
成就,sub-concept,出版物
交流,sub-concept,称
标准,sub-concept,记录
电,sub-concept,作者
图书,sub-concept,载体
定,sub-concept,纸质
定期,sub-concept,手段
有序化,sub-concept,资源
标准,sub-concept,集合
纸质,sub-concept,资源
技术,sub-concept,般
加工,sub-concept,密
足,sub-concept,含义
筛选,sub-concept,种类
资源,sub-concept,纸张
登载,sub-concept,各期
统计,sub-concept,各期
机密,sub-concept,纸质
经验,sub-concept,图书
技术,sub-concept,再版
发现,sub-concept,期刊
资源,sub-concept,复制
信息,sub-concept,种类
检索,sub-concept,类型
机关,sub-concept,信息
媒体,sub-concept,作者
成果,sub-concept,期
统一,sub-concept,手写
记载,sub-concept,卷
针对性,sub-concept,类
研究生,sub-concept,纸质
参考,sub-concept,纸质
价,sub-concept,特性
客观,sub-concept,信息
文献,sub-concept,各期
期,sub-concept,手段
权限,sub-concept,种类
加工,sub-concept,媒体
冗余性,sub-concept,资源
研究,sub-concept,居多
主观,sub-concept,两
文献,sub-concept,期刊
标识,sub-concept,信息
口头,sub-concept,称
光盘,sub-concept,两
辗转,sub-concept,载体
开发,sub-concept,类型
倍,sub-concept,内容
图书,sub-concept,材料
交流,sub-concept,类型
中,sub-concept,多种
引用率,sub-concept,纸质
统计,sub-concept,内容
解,sub-concept,信息
周期,sub-concept,印刷
成果,sub-concept,版式
国会,sub-concept,信息
撰写,sub-concept,类型
信息,sub-concept,纸张
文献,sub-concept,内容
瞬时性,sub-concept,密
称为,sub-concept,纸张
含有,sub-concept,顺序号
什,sub-concept,种类
信息,sub-concept,登载
交流,sub-concept,客观
登载,sub-concept,名称
图书,sub-concept,包括
共,sub-concept,登载
远程,sub-concept,资源
记录,sub-concept,含义
概念,sub-concept,多种
思想,sub-concept,要素
指,sub-concept,题
第一,sub-concept,类
布拉德福,sub-concept,固定
说明书,sub-concept,类型
利用,sub-concept,含义
页,sub-concept,图书
媒体,sub-concept,固定
语言,sub-concept,密
类型,sub-concept,媒体
人才,sub-concept,续
出版,sub-concept,材料
软载体,sub-concept,媒体
登载,sub-concept,卷
指,sub-concept,包括
源,sub-concept,类型
布拉德福,sub-concept,篇
存储,sub-concept,载体
复制,sub-concept,资源
可靠,sub-concept,信息
载体,sub-concept,两
核心,sub-concept,复制
周期,sub-concept,集合
名称,sub-concept,材料
布拉德福,sub-concept,名称
包含,sub-concept,期
文献,sub-concept,卷
纸张,sub-concept,客观
周期,sub-concept,记录
易,sub-concept,媒体
知识,sub-concept,类型
核心,sub-concept,卷
若干,sub-concept,出版
情报源,sub-concept,纸质
传递,sub-concept,两
225,sub-concept,版式
接点,sub-concept,资源
年月,sub-concept,集合
远程,sub-concept,信息
类型,sub-concept,印刷
用于,sub-concept,称
作用,sub-concept,定期
 ,sub-concept,期刊
媒体,sub-concept,连续
文献,sub-concept,周期
著名,sub-concept,信息
光波,sub-concept,载体
统计,sub-concept,登载
学术,sub-concept,作者
论文,sub-concept,出版
失真,sub-concept,信息
网页,sub-concept,种类
对象,sub-concept,信息
声波,sub-concept,媒体
存储,sub-concept,分
学术性,sub-concept,极
利用,sub-concept,密
传递,sub-concept,名称
n2,sub-concept,超过
组织,sub-concept,类型
数量,sub-concept,篇
布拉德福,sub-concept,期
包含,sub-concept,名称
随意性,sub-concept,含义
接受,sub-concept,种类
内容,sub-concept,记录
中,sub-concept,般
记录,sub-concept,媒体
快捷,sub-concept,资源
学科,sub-concept,连续
论文,sub-concept,复制
可靠性,sub-concept,密
人脑,sub-concept,媒体
利用,sub-concept,媒体
标识,sub-concept,要素
社会,sub-concept,资源
中,sub-concept,纸张
官方,sub-concept,纸质
强,sub-concept,类型
图书,sub-concept,印刷
科学技术,sub-concept,期
有机,sub-concept,类
学术性,sub-concept,超过
学位,sub-concept,信息
传递,sub-concept,版式
n2,sub-concept,极
科学技术,sub-concept,出版物
第三,sub-concept,重复
 ,sub-concept,集合
提供,sub-concept,类
称为,sub-concept,集合
文献,sub-concept,定期
表达,sub-concept,类
寿命,sub-concept,集合
足,sub-concept,分
纸张,sub-concept,媒体
概念,sub-concept,含义
年,sub-concept,期
记载,sub-concept,期
若干,sub-concept,登载
登载,sub-concept,资源
时常,sub-concept,含义
极,sub-concept,资源
少,sub-concept,复制
代号,sub-concept,类型
浓度,sub-concept,类
视听型,sub-concept,信息
续,sub-concept,资源
数量,sub-concept,版式
前,sub-concept,统一
传递,sub-concept,登载
报告,sub-concept,信息
极,sub-concept,材料
作用,sub-concept,年
各期,sub-concept,手段
运动,sub-concept,信息
归纳,sub-concept,看法
般,sub-concept,信息
东西,sub-concept,概述
布拉德福,sub-concept,连续
科学技术,sub-concept,名称
成熟,sub-concept,信息
核心,sub-concept,篇
若干,sub-concept,各期
易于,sub-concept,两
专利,sub-concept,思考
相关,sub-concept,信息
表达,sub-concept,图书
年,sub-concept,手段
协调,sub-concept,纸质
信息,sub-concept,信息
期刊,sub-concept,极
图书,sub-concept,集合
布拉德福,sub-concept,版式
作用,sub-concept,出版物
标准,sub-concept,载体
水平,sub-concept,记录
文献,sub-concept,少
状态,sub-concept,信息
指,sub-concept,客观
区域,sub-concept,定期
指,sub-concept,称
对手,sub-concept,信息
包含,sub-concept,作者
布拉德福,sub-concept,纸质
称为,sub-concept,材料
时常,sub-concept,密
排序,sub-concept,周期
NASA,sub-concept,信息
著名,sub-concept,复制
称为,sub-concept,资源
正式,sub-concept,资源
规避,sub-concept,信息
信息,sub-concept,资源
电,sub-concept,固定
信息源,sub-concept,称
技术,sub-concept,纸质
若干,sub-concept,期刊
区域,sub-concept,手写
观点,sub-concept,含义
记录,sub-concept,类
学位,sub-concept,种类
强,sub-concept,称
研究,sub-concept,极
10,sub-concept,周期
记录,sub-concept,纸质
发行,sub-concept,资源
经济,sub-concept,功能
光波,sub-concept,客观
包括,sub-concept,建设
图书,sub-concept,纸质
含有,sub-concept,固定
重点,sub-concept,集合
重复,sub-concept,手段
文献,sub-concept,出版物
实物,sub-concept,分
著名,sub-concept,手写
课程,sub-concept,资源
篇,sub-concept,材料
指向性,sub-concept,特征
数据,sub-concept,概述
质量,sub-concept,纸质
存储,sub-concept,类
倍,sub-concept,期
随意性,sub-concept,密
论文,sub-concept,手写
篇,sub-concept,集合
参考,sub-concept,信息
若干,sub-concept,内容
统计,sub-concept,出版物
过程,sub-concept,手段
区域,sub-concept,登载
标准,sub-concept,包括
类型,sub-concept,纸张
指,sub-concept,媒体
光盘,sub-concept,媒体
资源,sub-concept,资源
含量,sub-concept,手写
学术,sub-concept,类型
284,sub-concept,卷
n2,sub-concept,文章
统计,sub-concept,期刊
n2,sub-concept,印刷
两,sub-concept,固定
源优点,sub-concept,分
纸,sub-concept,资源
核心,sub-concept,顺序号
承载,sub-concept,客观
版式,sub-concept,信息
光盘,sub-concept,密
成就,sub-concept,超过
实用性,sub-concept,信息
包含,sub-concept,含义
主观,sub-concept,类
第三,sub-concept,作者
技术,sub-concept,资源
指,sub-concept,印刷
数据,sub-concept,类型
期刊,sub-concept,手段
知识性,sub-concept,信息
科学技术,sub-concept,年
研究,sub-concept,周期
本体,sub-concept,多种
符号,sub-concept,分
10,sub-concept,极
缺点,sub-concept,载体
可靠性,sub-concept,两
高等院校,sub-concept,信息
数据,sub-concept,含义
技术,sub-concept,出版物
网络型,sub-concept,资源
倍,sub-concept,年
文献,sub-concept,种类
广义,sub-concept,信息
模仿,sub-concept,资源
学术,sub-concept,少
读者,sub-concept,纸张
归纳,sub-concept,含义
国际,sub-concept,信息
225,sub-concept,篇
信息,sub-concept,各期
共,sub-concept,各期
对象,sub-concept,类
n2,sub-concept,记录
核心,sub-concept,统一
登载,sub-concept,版式
判别,sub-concept,思考
磁带,sub-concept,客观
光盘,sub-concept,含义
过程,sub-concept,含义
潜在性,sub-concept,资源
专利,sub-concept,信息
居多,sub-concept,记录
225,sub-concept,极
核心,sub-concept,思考
包括,sub-concept,类型
动力,sub-concept,作用
技术,sub-concept,顺序号
特征,sub-concept,纸质
能源部,sub-concept,类型
极,sub-concept,纸质
信息,sub-concept,续
科学技术,sub-concept,续
共,sub-concept,续
若干,sub-concept,固定
统计,sub-concept,顺序号
